Place_id,Map LOcation,Name,Price,Cuisine,Latitude,Longitude,Address,Timing,,Rating,Total Raters,Competitor_Count,Area Name
29,https://www.google.co.in/maps/place/Kutumb+Veg+and+Non_veg+Family+Restaurant/data=!4m7!3m6!1s0x3bddeb9cb0544591:0xa2bcbae074275d45!8m2!3d20.0072265!4d73.8262094!16s%2Fg%2F11sb4x5wcp!19sChIJkUVUsJzr3TsRRV0ndOC6vKI?authuser=0&hl=en&rclk=1,Kutumb Veg and Non_veg Family Restaurant,300,Restaurant,20.0072265,73.8262094,"· Shop No.273/4, Mukane Mala, amrutdham , Aurangabad Nashik Hwy, behind Mirchi Hotel",⋅ Opens 11 am Sat,,4.6,53,65,amrutdham 
30,https://www.google.co.in/maps/place/Hotel+Meher+%28+Meher+cafe+%26+Cloud+kitchen%29+by+The+Lokhande+Group/data=!4m10!3m9!1s0x3bddeba899d536f3:0x690cd8a516a78f43!5m2!4m1!1i2!8m2!3d20.0032181!4d73.7574939!16s%2Fg%2F11cn5psd_t!19sChIJ8zbVmajr3TsRQ4nFqXYDGk?authuser=0&hl=en&rclk=1,Hotel Meher ( Meher cafe & Cloud kitchen) by The Lokhande Group,255,Vegetarian,20.0032181,73.7574939,,,,4,793,157,college road
31,https://www.google.co.in/maps/place/HOTEL+STAR+RESTAURANT+%26+BAR/data=!4m7!3m6!1s0x3bddeb062c835201:0x9ed8ae6de3690fdf!8m2!3d19.9975929!4d73.783474!16s%2Fg%2F11b6v5phlw!19sChIJAVKDLAbr3TsR3w9p422u2J4?authuser=0&hl=en&rclk=1,HOTEL STAR RESTAURANT & BAR,255,Grill,19.9975929,73.783474,"XQXM+29Q, meri colony Road Near Zilla Parishad",⋅ 12 am ⋅ Opens 11 am Sat,,3.7,80,128,meri colony
32,"https://www.google.co.in/maps/place/Horizon+Rooftop+Restaurant++Enrise,+Nashik/data=!4m7!3m6!1s0x3bddeb1a4c780a5f:0xa41937ec5d1136df!8m2!3d19.9783552!4d73.7849911!16s%2Fg%2F11ldvt13sh!19sChIJXwp4TBrr3TsR3zYRXew3GaQ?authuser=0&hl=en&rclk=1","Horizon Rooftop Restaurant Enrise, Nashika",255,North Indian,19.9783552,73.7849911,"Horizon Rooftop, Enrise by Sayaji, Jogging Track, opposite City Garden Road",⋅ 11:30 pm ⋅ Opens 7 pm Sat,,4.3,48,91,indira nagar
33,https://www.google.co.in/maps/place/The+Peshawari+Family+Restaurant/data=!4m7!3m6!1s0x3bdd956fdf957ad3:0x7612058c25bace58!8m2!3d19.9528301!4d73.836667!16s%2Fg%2F11y7c2j97q!19sChIJ03qV32V3TsRWM66JYwFEnY?authuser=0&hl=en&rclk=1,The Peshawari Family Restaurant,255,Restaurant,19.9528301,73.836667,"Shop No. 5, Ishwar Sankul, opp. Kwality Sweets",⋅ 11:30 pm ⋅ Opens 11 am Sat,,4.4,14,19,indira nagar
34,"https://www.google.co.in/maps/place/Shree+Rajbhog+Thali,+Mumbai+Naka+%7C+Best+thali+restaurant+in+nashik+%7C+Best+food+in+Nashik+%7C+Veg+thali+in+Nashik/data=!4m7!3m6!1s0x3bddeb00ffffffe1:0xb1e0d7c5614d5c29!8m2!3d19.9903843!4d73.7827704!16s%2Fg%2F11fzfd82xw!19sChIJ4f___wDr3TsRKVxNYcXX4LE?authuser=0&hl=en&rclk=1","Shree Rajbhog Thali, Mumbai Naka | Best thali restaurant in nashik | Best food in Nashik | Veg thali in Nashik",300,Rajasthani Restaurant,19.9903843,73.7827704,"· Near Hotel Sandeep, Besides Kalika Mandir, Mumbai Naka, Nashik",⋅ Opens 12 pm Sat,,4.7,18405,134,mumbai naka
35,https://www.google.co.in/maps/place/Hotel+Tadka%28Pure+Veg+restaurant+in+Nashik%29/data=!4m7!3m6!1s0x3bddeaaaf0014c21:0xd584562dfafde691!8m2!3d19.9617992!4d73.8397197!16s%2Fg%2F11b6yzvbty!19sChIJIUwB8Krq3TsRkeb9i1WhNU?authuser=0&hl=en&rclk=1,Hotel Tadka(Pure Veg restaurant in Nashik),255,Vegetarian,19.9617992,73.8397197,"Dream Mini Market, A1, A2",⋅ 11:30 pm ⋅ Opens 9 am Sat,,3.8,73,19,nashik road
36,https://www.google.co.in/maps/place/Rucha+family+restaurant/data=!4m7!3m6!1s0x3bddeb2f8a08ccbd:0x52e5817f01607a1b!8m2!3d19.9897128!4d73.7614094!16s%2Fg%2F11nymhdhqc!19sChIJvcwIii_r3TsRG3pgAXB5VI?authuser=0&hl=en&rclk=1,Rucha family restaurant,255,Familyfriendly,19.9897128,73.7614094,"Madhura Tower, Untwadi Rd",⋅ 11:52 pm ⋅ Opens 8 pm Sat,,4.5,6,123,untwadi road
37,https://www.google.co.in/maps/place/Chakki+Bakki+Pure+Veg+Restaurant/data=!4m7!3m6!1s0x3bddeb835fd3582f:0x14e355da542af075!8m2!3d20.0089969!4d73.7551889!16s%2Fg%2F11fyx9d32v!19sChIJL1jTX4Pr3TsRdfAqVNpV4xQ?authuser=0&hl=en&rclk=1,Chakki Bakki Pure Veg Restaurant,300,Fast Food,20.0089969,73.7551889,"Shop No2.3.4, Jubilie Park,Model Corner, Dr BS Moonje Marg, next to Bhonsala Military School",⋅ 11:30 pm ⋅ Opens 7 am Sat,,3.8,2933,139,college road
38,https://www.google.co.in/maps/place/Heramb+food+hub+family+restaurant/data=!4m7!3m6!1s0x3bddeb003b7db199:0xba29f1144d6732d2!8m2!3d20.0052715!4d73.7859043!16s%2Fg%2F11y2n4gn35!19sChIJmbF9OwDr3TsR0jJnTRTxKbo?authuser=0&hl=en&rclk=1,Heramb food hub family restaurant,255,Familyfriendly,20.0052715,73.7859043,"2Q4P+492, Vakil Wadi",,,5,6,110,ashok stambh
39,https://www.google.co.in/maps/place/Grand+Sadichha+Seafood+restaurant/data=!4m7!3m6!1s0x3bddeb4169a1b4fd:0x2c604ad45c79d455!8m2!3d19.9707389!4d73.7842911!16s%2Fg%2F11h5rdcjyj!19sChIJ_bShaUHr3TsRVdR5XNRKYCw?authuser=0&hl=en&rclk=1,Grand Sadichha Seafood restaurant,255,Seafood,19.9707389,73.7842911,"Plot no 27, Ghandharv Nagari, behind Bank Of Maharashtra and Patanjali Stores",,,4,103,81,indira nagar
40,https://www.google.co.in/maps/place/NASHIK+HOTELS%28TULJA+RESTAURANT%29/data=!4m7!3m6!1s0x3bddec866e387637:0x6f2a71bc8a76ff66!8m2!3d19.997196!4d73.7802477!16s%2Fg%2F1tfgh8lk!19sChIJN3Y4bobs3TsRZv92irxxKm8?authuser=0&hl=en&rclk=1,NASHIK HOTELS(TULJA RESTAURANT),255,Indian,19.997196,73.7802477,"· Sandeep Apartment, Trambakeshwar Rd",,,4,86,141,trambakeshwar road
41,https://www.google.co.in/maps/place/Hotel+Hello/data=!4m10!3m9!1s0x3bddeb750e54862b:0x49db3ef85ee42adb!5m2!4m1!1i2!8m2!3d19.997335!4d73.769052!16s%2Fg%2F1v1vbnjm!19sChIJK4ZUDnXr3TsR2yrkXvg20k?authuser=0&hl=en&rclk=1,Hotel Hello,255,Maharashtrian Restaurant,19.997335,73.769052,"Regional Indian, seafood & Chinese",⋅ 11:30 pm ⋅ Opens 11 am Sat,,4.1,121,174,pathardi phata
42,https://www.google.co.in/maps/place/Garwa+Hotel+Nashik+%7C+Family+Restobar+%26+Banquet/data=!4m7!3m6!1s0x3bddeb5241c35077:0x187335b6ca5d3c5b!8m2!3d19.9551487!4d73.7579395!16s%2Fg%2F1td0wyd7!19sChIJd1DDQVLr3TsRWzxdyrY1cxg?authuser=0&hl=en&rclk=1,Garwa Hotel Nashik | Family Restobar & Banquet,255,Familyfriendly,19.9551487,73.7579395,"· XQ45+72, Mumbai Agra Rd",⋅ Opens 11 am Sat,,3.9,3147,74,mumbai agra road
43,https://www.google.co.in/maps/place/Jai+Jagannath+Restaurant/data=!4m7!3m6!1s0x3bddeba9099aaff5:0xda9bfef4ffc90f0d!8m2!3d20.0038519!4d73.7869756!16s%2Fg%2F12613ft3d!19sChIJ9aaCanr3TsRDQ_J__Tm9o?authuser=0&hl=en&rclk=1,Jai Jagannath Restaurant,100,North Indian,20.0038519,73.7869756,Mahatma Gandhi Rd,⋅ Opens 7:30 am Sat,,3.9,881,108,deolali
44,https://www.google.co.in/maps/place/Citrine+Restaurant++Gateway+Nashik/data=!4m7!3m6!1s0x3bddeb5158218399:0x42b0b7d11fec1106!8m2!3d19.9575698!4d73.7545691!16s%2Fg%2F11g87cdr4h!19sChIJmYMhWFHr3TsRBhHsH9G3sEI?authuser=0&hl=en&rclk=1,Citrine Restaurant Gateway Nashik,1700,Continental restaurant,19.9575698,73.7545691,"· The Gateway Hotel Ambad, P 17, Mumbai Agra Rd",⋅ 11:30 pm ⋅ Opens 7 am Sat,,3.8,61,72,mumbai agra road
45,https://www.google.co.in/maps/place/Namo+Hotel+Family+Restaurant/data=!4m7!3m6!1s0x3bdd95583b34dc87:0x70d5e682993be4a6!8m2!3d19.9473664!4d73.8399492!16s%2Fg%2F11g8v3jh3s!19sChIJh9w0O1iV3TsRpuQ7mYLm1XA?authuser=0&hl=en&rclk=1,Namo Hotel Family Restaurant,255,Familyfriendly,19.9473664,73.8399492,Subhash Rd,⋅ 11:30 pm ⋅ Opens 8 am Sat,,4.2,9,21,deolali
46,https://www.google.co.in/maps/place/Hotel+Swaranjali+Family+Restaurant/data=!4m7!3m6!1s0x3bdd95f0bd52ef03:0x6005a71d5acf2a74!8m2!3d19.9451156!4d73.7625669!16s%2Fg%2F11v56q7xv8!19sChIJA9SvfCV3TsRdCrPWh2nBWA?authuser=0&hl=en&rclk=1,Hotel Swaranjali Family Restaurant,255,Familyfriendly,19.9451156,73.7625669,WQW7+22W,⋅ 11:30 pm ⋅ Opens 11 am Sat,,3.8,17,45,pathardi phata
47,https://www.google.co.in/maps/place/Le+Garlic+Family+Restaurant/data=!4m7!3m6!1s0x3bddeb5c70d4e6f1:0xd371e917f7d88927!8m2!3d19.9923658!4d73.8088557!16s%2Fg%2F11b6x8qf67!19sChIJ8ebUcFzr3TsRJ4nY9xfpcdM?authuser=0&hl=en&rclk=1,Le Garlic Family Restaurant,255,Restaurant,19.9923658,73.8088557,"Tapovan Link Road, kathe, Galli",,,3.6,473,23,dwarka
48,https://www.google.co.in/maps/place/Yahoo+Hotel/data=!4m7!3m6!1s0x3bddeb750fd61a07:0x1376193e4893b74c!8m2!3d19.9972378!4d73.7689928!16s%2Fg%2F11b760w8nw!19sChIJBxrWD3Xr3TsRTLeTSD4ZdhM?authuser=0&hl=en&rclk=1,Yahoo Hotel,255,Seafood,19.9972378,73.7689928,"Yahoo hotel, Sharanpur Link Rd, near Tibetian Market, near Canada Corner",⋅ 11:30 pm ⋅ Opens 11 am Sat,,4.1,4170,173,sharanpur road
